# Stacks v2.41;  Phylip interleaved; December 09, 2020
# Locus ID	LocusCnt	Sequence position	Length
33965	157	15100	97	Pseudochr1	48495019
34209	158	15197	97	Pseudochr1	48789513
34280	159	15294	97	Pseudochr1	48918410
34414	160	15391	97	Pseudochr1	49088398
34477	161	15488	96	Pseudochr1	49179906
34519	162	15584	96	Pseudochr1	49230720
34782	163	15680	96	Pseudochr1	49661428
34804	164	15776	97	Pseudochr1	49684947
34847	165	15873	97	Pseudochr1	49735034
35553	166	15970	99	Pseudochr1	50744859
35605	167	16069	97	Pseudochr1	50819921
35735	168	16166	96	Pseudochr1	51039215
36098	169	16262	97	Pseudochr1	51579693
36322	170	16359	96	Pseudochr1	51928893
36340	171	16455	96	Pseudochr1	51954927
36536	172	16551	97	Pseudochr1	52268965
36583	173	16648	97	Pseudochr1	52337539
36717	174	16745	96	Pseudochr1	52492561
37155	175	16841	96	Pseudochr1	53015122
37264	176	16937	97	Pseudochr1	53173086
37496	177	17034	96	Pseudochr1	53458382
38494	178	17130	96	Pseudochr1	54505388
38699	179	17226	96	Pseudochr1	54689422
38905	180	17322	96	Pseudochr1	54887177
38975	181	17418	97	Pseudochr1	54982938
39151	182	17515	102	Pseudochr1	55190001
39349	183	17617	97	Pseudochr1	55394747
39390	184	17714	97	Pseudochr1	55438459
39773	185	17811	96	Pseudochr1	55913949
40208	186	17907	95	Pseudochr1	56529386
40268	187	18002	97	Pseudochr1	56609742
40289	188	18099	103	Pseudochr1	56620391
40356	189	18202	97	Pseudochr1	56678223
40451	190	18299	97	Pseudochr1	56786039
40666	191	18396	96	Pseudochr1	57027330
40819	192	18492	95	Pseudochr1	57221421
40937	193	18587	96	Pseudochr1	57407052
40989	194	18683	97	Pseudochr1	57465471
41202	195	18780	96	Pseudochr1	57734969
41265	196	18876	96	Pseudochr1	57819148
41362	197	18972	96	Pseudochr1	57965863
41507	198	19068	96	Pseudochr1	58156862
42204	199	19164	97	Pseudochr1	59187175
42397	200	19261	96	Pseudochr1	59487219
42446	201	19357	96	Pseudochr1	59590348
42758	202	19453	96	Pseudochr1	60004942
42907	203	19549	96	Pseudochr1	60240428
42916	204	19645	97	Pseudochr1	60266678
43173	205	19742	96	Pseudochr1	60699974
43347	206	19838	96	Pseudochr1	60968269
43382	207	19934	99	Pseudochr1	61010195
43442	208	20033	96	Pseudochr1	61104440
43754	209	20129	96	Pseudochr1	61530137
43772	210	20225	97	Pseudochr1	61547254
44661	211	20322	96	Pseudochr1	62731479
45629	212	20418	97	Pseudochr1	64156054
45882	213	20515	96	Pseudochr1	64521993
46217	214	20611	97	Pseudochr1	64916148
46302	215	20708	110	Pseudochr1	65051418
46511	216	20818	97	Pseudochr1	65292115
46527	217	20915	97	Pseudochr1	65299701
46749	218	21012	98	Pseudochr1	65588809
46973	219	21110	98	Pseudochr1	65965913
47138	220	21208	98	Pseudochr1	66155012
47206	221	21306	96	Pseudochr1	66246478
47345	222	21402	107	Pseudochr1	66419380
47615	223	21509	97	Pseudochr1	66713516
47828	224	21606	96	Pseudochr1	67002958
48079	225	21702	97	Pseudochr1	67309099
48461	226	21799	96	Pseudochr1	67771526
48505	227	21895	100	Pseudochr1	67823342
48555	228	21995	96	Pseudochr1	67924619
48924	229	22091	97	Pseudochr1	68595644
49176	230	22188	96	Pseudochr1	69248750
49421	231	22284	97	Pseudochr1	69485203
49549	232	22381	97	Pseudochr1	69651298
50196	233	22478	97	Pseudochr1	70425361
50405	234	22575	97	Pseudochr1	70660257
50549	235	22672	96	Pseudochr1	70795587
50606	236	22768	97	Pseudochr1	70847045
50681	237	22865	96	Pseudochr1	70915671
51030	238	22961	96	Pseudochr1	71263732
51072	239	23057	96	Pseudochr1	71324148
51563	240	23153	97	Pseudochr1	71911322
51627	241	23250	98	Pseudochr1	71998879
51893	242	23348	96	Pseudochr1	72236780
51944	243	23444	98	Pseudochr1	72301064
51998	244	23542	97	Pseudochr1	72396769
52053	245	23639	98	Pseudochr1	72465934
52114	246	23737	96	Pseudochr1	72521388
52235	247	23833	100	Pseudochr1	72650321
52293	248	23933	96	Pseudochr1	72718016
52364	249	24029	97	Pseudochr1	72814421
52494	250	24126	96	Pseudochr1	72936267
52752	251	24222	97	Pseudochr1	73254396
52775	252	24319	99	Pseudochr1	73278110
52920	253	24418	97	Pseudochr1	73419986
53224	254	24515	96	Pseudochr1	73723061
53251	255	24611	97	Pseudochr1	73746049
53401	256	24708	97	Pseudochr1	73907057
53490	257	24805	97	Pseudochr1	74027570
53563	258	24902	97	Pseudochr1	74117038
53603	259	24999	96	Pseudochr1	74154635
53630	260	25095	103	Pseudochr1	74186199
53863	261	25198	99	Pseudochr1	74473496
54387	262	25297	99	Pseudochr1	75194145
54575	263	25396	96	Pseudochr1	75492711
55099	264	25492	95	Pseudochr1	76145612
55158	265	25587	97	Pseudochr1	76207121
55336	266	25684	98	Pseudochr1	76439389
55541	267	25782	97	Pseudochr1	76649385
55682	268	25879	99	Pseudochr1	76805620
55979	269	25978	97	Pseudochr1	77226263
56316	270	26075	97	Pseudochr1	77621891
56367	271	26172	95	Pseudochr1	77677980
56577	272	26267	96	Pseudochr1	77882190
56828	273	26363	96	Pseudochr1	78131723
56989	274	26459	97	Pseudochr1	78306538
57389	275	26556	96	Pseudochr1	78765643
57398	276	26652	96	Pseudochr1	78771398
57514	277	26748	97	Pseudochr1	78905344
57711	278	26845	97	Pseudochr1	79091965
57793	279	26942	99	Pseudochr1	79185510
57851	280	27041	97	Pseudochr1	79259572
57980	281	27138	95	Pseudochr1	79411487
57981	282	27233	105	Pseudochr1	79416210
58013	283	27338	101	Pseudochr1	79467586
58078	284	27439	96	Pseudochr1	79570102
58203	285	27535	96	Pseudochr1	79763879
58878	286	27631	97	Pseudochr1	80975630
59038	287	27728	97	Pseudochr1	81325316
59521	288	27825	96	Pseudochr1	82193985
59537	289	27921	96	Pseudochr1	82223953
59657	290	28017	97	Pseudochr1	82367567
59983	291	28114	96	Pseudochr1	82802708
60106	292	28210	97	Pseudochr1	82974279
60717	293	28307	96	Pseudochr1	83705749
60776	294	28403	97	Pseudochr1	83812671
61425	295	28500	96	Pseudochr1	84729478
61708	296	28596	96	Pseudochr1	85110255
62149	297	28692	97	Pseudochr1	85862030
62165	298	28789	99	Pseudochr1	85894682
62235	299	28888	97	Pseudochr1	85986173
62436	300	28985	97	Pseudochr1	86203540
62629	301	29082	96	Pseudochr1	86454664
62642	302	29178	97	Pseudochr1	86460457
62682	303	29275	96	Pseudochr1	86508388
62787	304	29371	96	Pseudochr1	86657608
63468	305	29467	97	Pseudochr1	87501322
63691	306	29564	97	Pseudochr1	87809196
63777	307	29661	96	Pseudochr1	87895280
63849	308	29757	96	Pseudochr1	87986724
64219	309	29853	98	Pseudochr1	88659198
64302	310	29951	97	Pseudochr1	88873580
64685	311	30048	97	Pseudochr1	89473385
65030	312	30145	96	Pseudochr1	89991832
65170	313	30241	96	Pseudochr1	90205578
65173	314	30337	97	Pseudochr1	90211156
65505	315	30434	97	Pseudochr1	90742016
65548	316	30531	97	Pseudochr1	90803460
65577	317	30628	97	Pseudochr1	90850184
65999	318	30725	98	Pseudochr1	91599035
66360	319	30823	96	Pseudochr1	92241595
66498	320	30919	96	Pseudochr1	92458780
66574	321	31015	98	Pseudochr1	92602574
66633	322	31113	97	Pseudochr1	92677138
66683	323	31210	97	Pseudochr1	92776093
66929	324	31307	96	Pseudochr1	93225410
67137	325	31403	96	Pseudochr1	93613967
67572	326	31499	97	Pseudochr1	94359743
67690	327	31596	96	Pseudochr1	94547921
68268	328	31692	99	Pseudochr1	95690941
68293	329	31791	96	Pseudochr1	95711222
68610	330	31887	98	Pseudochr1	96126111
68615	331	31985	96	Pseudochr1	96129565
69146	332	32081	97	Pseudochr1	96904084
69761	333	32178	97	Pseudochr1	97848441
69823	334	32275	97	Pseudochr1	97944904
70197	335	32372	97	Pseudochr1	98444899
70511	336	32469	96	Pseudochr1	98967654
70686	337	32565	96	Pseudochr1	99238540
71326	338	32661	96	Pseudochr1	100254447
71430	339	32757	96	Pseudochr1	100510183
71451	340	32853	97	Pseudochr1	100544419
72045	341	32950	96	Pseudochr1	101887954
72256	342	33046	97	Pseudochr1	102259425
73056	343	33143	96	Pseudochr1	103455292
73629	344	33239	98	Pseudochr1	104295641
73675	345	33337	97	Pseudochr1	104342158
73851	346	33434	97	Pseudochr1	104659908
74748	347	33531	96	Pseudochr1	105894220
74911	348	33627	96	Pseudochr1	106125088
74945	349	33723	101	Pseudochr1	106166344
75202	350	33824	97	Pseudochr1	106532122
75667	351	33921	96	Pseudochr1	107236338
75848	352	34017	96	Pseudochr1	107448982
75857	353	34113	97	Pseudochr1	107462244
75864	354	34210	97	Pseudochr1	107465387
76818	355	34307	97	Pseudochr1	108718525
76885	356	34404	98	Pseudochr1	108780909
77833	357	34502	99	Pseudochr1	110070918
78054	358	34601	98	Pseudochr1	110351594
78128	359	34699	96	Pseudochr1	110434611
78436	360	34795	99	Pseudochr1	110875085
78500	361	34894	102	Pseudochr1	110964093
78526	362	34996	96	Pseudochr1	110988016
78669	363	35092	96	Pseudochr1	111192787
78730	364	35188	96	Pseudochr1	111283125
78810	365	35284	96	Pseudochr1	111445047
78855	366	35380	96	Pseudochr1	111535131
78933	367	35476	96	Pseudochr1	111669816
79135	368	35572	98	Pseudochr1	112051083
79807	369	35670	96	Pseudochr1	113535025
80089	370	35766	96	Pseudochr1	114064024
80131	371	35862	97	Pseudochr1	114129706
80196	372	35959	97	Pseudochr1	114231392
80783	373	36056	97	Pseudochr1	115337987
81545	374	36153	98	Pseudochr10	257110
81701	375	36251	95	Pseudochr10	471440
81821	376	36346	96	Pseudochr10	700012
81943	377	36442	96	Pseudochr10	956742
82092	378	36538	99	Pseudochr10	2160984
82698	379	36637	97	Pseudochr10	3838392
82747	380	36734	97	Pseudochr10	3876360
82906	381	36831	97	Pseudochr10	4063313
83287	382	36928	98	Pseudochr10	4809901
83374	383	37026	97	Pseudochr10	4964539
83430	384	37123	96	Pseudochr10	5027967
83848	385	37219	96	Pseudochr10	5638264
83947	386	37315	96	Pseudochr10	5787549
84617	387	37411	96	Pseudochr10	6846010
84833	388	37507	96	Pseudochr10	7172266
84847	389	37603	97	Pseudochr10	7189558
84967	390	37700	96	Pseudochr10	7385193
84982	391	37796	96	Pseudochr10	7408431
85017	392	37892	96	Pseudochr10	7495046
85252	393	37988	97	Pseudochr10	7843408
86022	394	38085	96	Pseudochr10	9700407
86061	395	38181	96	Pseudochr10	9827073
86946	396	38277	97	Pseudochr10	11534106
86963	397	38374	97	Pseudochr10	11554804
86978	398	38471	97	Pseudochr10	11592680
87561	399	38568	96	Pseudochr10	12531214
87735	400	38664	96	Pseudochr10	12883854
88159	401	38760	96	Pseudochr10	13770582
88199	402	38856	99	Pseudochr10	13858658
88453	403	38955	96	Pseudochr10	14431983
88555	404	39051	97	Pseudochr10	14606919
88687	405	39148	97	Pseudochr10	15084788
88963	406	39245	96	Pseudochr10	16492489
89082	407	39341	97	Pseudochr10	16676455
89688	408	39438	97	Pseudochr10	17487075
89756	409	39535	96	Pseudochr10	17554754
90100	410	39631	97	Pseudochr10	18152728
90509	411	39728	103	Pseudochr10	18689741
90547	412	39831	98	Pseudochr10	18748334
91386	413	39929	98	Pseudochr10	20109827
91525	414	40027	96	Pseudochr10	20324593
91547	415	40123	99	Pseudochr10	20361628
91869	416	40222	97	Pseudochr10	20851057
92079	417	40319	96	Pseudochr11	547561
92598	418	40415	118	Pseudochr11	3326121
93182	419	40533	96	Pseudochr11	4694377
93615	420	40629	96	Pseudochr11	5474091
93842	421	40725	97	Pseudochr11	5855177
93878	422	40822	97	Pseudochr11	5893914
94024	423	40919	99	Pseudochr11	6156791
94151	424	41018	98	Pseudochr11	6341348
94797	425	41116	97	Pseudochr11	8300553
95069	426	41213	96	Pseudochr11	8948155
95227	427	41309	99	Pseudochr11	9232038
95350	428	41408	102	Pseudochr11	9421930
95730	429	41510	98	Pseudochr11	10037766
95858	430	41608	97	Pseudochr11	10198859
96261	431	41705	98	Pseudochr11	10803712
96396	432	41803	96	Pseudochr11	10974123
97066	433	41899	97	Pseudochr11	11787392
97117	434	41996	96	Pseudochr11	11828185
97162	435	42092	96	Pseudochr11	11876062
97297	436	42188	96	Pseudochr11	12030191
97321	437	42284	97	Pseudochr11	12058565
97661	438	42381	97	Pseudochr11	12554952
98458	439	42478	96	Pseudochr11	13763808
98706	440	42574	97	Pseudochr11	14117902
98711	441	42671	97	Pseudochr11	14125329
98757	442	42768	97	Pseudochr11	14209521
99076	443	42865	99	Pseudochr11	14732537
99276	444	42964	96	Pseudochr11	15066453
99465	445	43060	96	Pseudochr11	15336063
99500	446	43156	96	Pseudochr11	15386988
100866	447	43252	95	Pseudochr11	17597809
100989	448	43347	97	Pseudochr11	17794167
101025	449	43444	96	Pseudochr11	17910484
101269	450	43540	97	Pseudochr11	18364669
102013	451	43637	97	Pseudochr11	19689641
102375	452	43734	98	Pseudochr11	20573537
103608	453	43832	100	Pseudochr12	2693432
103981	454	43932	96	Pseudochr12	3602943
104178	455	44028	96	Pseudochr12	4120911
104217	456	44124	96	Pseudochr12	4180920
105222	457	44220	96	Pseudochr12	6482770
105651	458	44316	96	Pseudochr12	7528524
105819	459	44412	96	Pseudochr12	7813938
105896	460	44508	97	Pseudochr12	7934409
106070	461	44605	97	Pseudochr12	8215298
106186	462	44702	100	Pseudochr12	8405660
106442	463	44802	97	Pseudochr12	8793653
106551	464	44899	96	Pseudochr12	8940020
106651	465	44995	96	Pseudochr12	9083124
106904	466	45091	97	Pseudochr12	9531583
106913	467	45188	97	Pseudochr12	9541541
107107	468	45285	102	Pseudochr12	9924096
107235	469	45387	96	Pseudochr12	10189659
107850	470	45483	96	Pseudochr12	11290756
107912	471	45579	96	Pseudochr12	11431586
107996	472	45675	96	Pseudochr12	11574353
108353	473	45771	96	Pseudochr12	12270100
108620	474	45867	96	Pseudochr12	12715295
109720	475	45963	96	Pseudochr12	16370807
109932	476	46059	95	Pseudochr12	16728297
110056	477	46154	96	Pseudochr12	16969896
110100	478	46250	96	Pseudochr12	17027061
110589	479	46346	96	Pseudochr12	17699437
110778	480	46442	96	Pseudochr12	18003944
111143	481	46538	102	Pseudochr12	18545910
111991	482	46640	97	Pseudochr12	20720126
112050	483	46737	101	Pseudochr12	20866676
112132	484	46838	96	Pseudochr12	21020199
112748	485	46934	96	Pseudochr13	2336853
113216	486	47030	97	Pseudochr13	4034184
113314	487	47127	101	Pseudochr13	4182016
113382	488	47228	96	Pseudochr13	4326907
113389	489	47324	96	Pseudochr13	4329312
113407	490	47420	97	Pseudochr13	4373275
114055	491	47517	96	Pseudochr13	5841915
114122	492	47613	96	Pseudochr13	5982102
114260	493	47709	97	Pseudochr13	6326848
114459	494	47806	97	Pseudochr13	7071325
114623	495	47903	97	Pseudochr13	7321746
115375	496	48000	97	Pseudochr13	8637715
115462	497	48097	96	Pseudochr13	8768164
115791	498	48193	97	Pseudochr13	9407897
116316	499	48290	96	Pseudochr13	10498880
116823	500	48386	97	Pseudochr13	11559901
116887	501	48483	96	Pseudochr13	11675667
116922	502	48579	96	Pseudochr13	11729606
117655	503	48675	97	Pseudochr13	12763220
117928	504	48772	97	Pseudochr13	13219885
118188	505	48869	97	Pseudochr13	13592169
118581	506	48966	97	Pseudochr13	14230655
118762	507	49063	97	Pseudochr13	14503656
118808	508	49160	98	Pseudochr13	14580867
119381	509	49258	97	Pseudochr13	15918684
119609	510	49355	96	Pseudochr13	16642891
119657	511	49451	99	Pseudochr13	16708284
119860	512	49550	97	Pseudochr13_EQ832958_random	174975
119933	513	49647	98	Pseudochr13_EQ832958_random	576440
120099	514	49745	96	Pseudochr13_EQ832958_random	952773
121025	515	49841	96	Pseudochr14	3183088
121085	516	49937	96	Pseudochr14	3287708
121438	517	50033	96	Pseudochr14	4118711
121530	518	50129	99	Pseudochr14	4251023
121830	519	50228	96	Pseudochr14	4698420
122553	520	50324	96	Pseudochr14	6091963
122580	521	50420	96	Pseudochr14	6131693
122967	522	50516	96	Pseudochr14	6739252
122976	523	50612	96	Pseudochr14	6753445
123067	524	50708	96	Pseudochr14	6895653
123478	525	50804	96	Pseudochr14	7469853
124148	526	50900	96	Pseudochr14	10336682
124970	527	50996	97	Pseudochr14	12298522
125039	528	51093	98	Pseudochr14	12436788
125369	529	51191	97	Pseudochr14	13211189
125465	530	51288	97	Pseudochr14	13451192
125715	531	51385	98	Pseudochr14	13975488
125784	532	51483	96	Pseudochr14	14103331
126111	533	51579	101	Pseudochr14	14768818
126463	534	51680	96	Pseudochr14	15439799
126736	535	51776	96	Pseudochr14	15991726
127597	536	51872	97	Pseudochr15	808600
127604	537	51969	96	Pseudochr15	810898
127923	538	52065	97	Pseudochr15	1745970
128114	539	52162	96	Pseudochr15	2404478
128142	540	52258	96	Pseudochr15	2454628
128440	541	52354	96	Pseudochr15	3253945
128906	542	52450	96	Pseudochr15	5372347
129687	543	52546	104	Pseudochr15	7076067
130404	544	52650	96	Pseudochr15	8426858
130522	545	52746	97	Pseudochr15	8638008
131523	546	52843	97	Pseudochr15	12671230
132577	547	52940	100	Pseudochr15	15310324
132709	548	53040	96	Pseudochr17	249977
133222	549	53136	97	Pseudochr17	1695075
133401	550	53233	96	Pseudochr17	2213476
134545	551	53329	96	Pseudochr17	5329024
135432	552	53425	97	Pseudochr17	9418617
135800	553	53522	98	Pseudochr18	206069
136488	554	53620	97	Pseudochr18	3600899
136837	555	53717	98	Pseudochr18	4512851
137171	556	53815	96	Pseudochr18	5239941
137201	557	53911	127	Pseudochr18	5294229
137770	558	54038	96	Pseudochr18	6229182
137816	559	54134	96	Pseudochr18	6313418
137859	560	54230	97	Pseudochr18	6378452
139901	561	54327	97	Pseudochr19	907390
140164	562	54424	98	Pseudochr19	1630879
140190	563	54522	96	Pseudochr19	1678800
140459	564	54618	96	Pseudochr19	3200591
140803	565	54714	96	Pseudochr19	4339855
140966	566	54810	97	Pseudochr19	4919196
141072	567	54907	96	Pseudochr19	5235696
141319	568	55003	97	Pseudochr19	6208276
141359	569	55100	96	Pseudochr19	6334944
142117	570	55196	99	Pseudochr19	9325436
142154	571	55295	96	Pseudochr19	9460209
142167	572	55391	96	Pseudochr19	9520313
143238	573	55487	107	Pseudochr1A	2266220
143475	574	55594	96	Pseudochr1A	2857814
143634	575	55690	110	Pseudochr1A	3260310
143987	576	55800	96	Pseudochr1A	3919113
144152	577	55896	103	Pseudochr1A	4167046
144386	578	55999	96	Pseudochr1A	4535877
144469	579	56095	100	Pseudochr1A	4669263
144817	580	56195	97	Pseudochr1A	5361713
145580	581	56292	97	Pseudochr1A	6744657
145602	582	56389	96	Pseudochr1A	6772666
145864	583	56485	97	Pseudochr1A	7140655
146175	584	56582	97	Pseudochr1A	7535540
146205	585	56679	97	Pseudochr1A	7566712
146672	586	56776	96	Pseudochr1A	8129244
147026	587	56872	98	Pseudochr1A	8581134
147062	588	56970	97	Pseudochr1A	8639233
147366	589	57067	99	Pseudochr1A	9042632
148001	590	57166	96	Pseudochr1A	9732039
148040	591	57262	96	Pseudochr1A	9789725
148149	592	57358	96	Pseudochr1A	9979650
148850	593	57454	98	Pseudochr1A	10856455
148858	594	57552	98	Pseudochr1A	10858036
149063	595	57650	96	Pseudochr1A	11144902
149394	596	57746	96	Pseudochr1A	11628632
149484	597	57842	96	Pseudochr1A	11737809
149641	598	57938	96	Pseudochr1A	11942216
149872	599	58034	96	Pseudochr1A	12282159
150413	600	58130	96	Pseudochr1A	13062619
150782	601	58226	96	Pseudochr1A	13561419
150856	602	58322	97	Pseudochr1A	13658761
151350	603	58419	96	Pseudochr1A	14400711
151518	604	58515	97	Pseudochr1A	14673863
151712	605	58612	97	Pseudochr1A	14887006
151919	606	58709	97	Pseudochr1A	15107074
152035	607	58806	96	Pseudochr1A	15226896
152042	608	58902	96	Pseudochr1A	15228298
152061	609	58998	97	Pseudochr1A	15260854
152073	610	59095	97	Pseudochr1A	15273014
152153	611	59192	96	Pseudochr1A	15352645
152626	612	59288	96	Pseudochr1A	15878502
152906	613	59384	96	Pseudochr1A	16198664
152934	614	59480	96	Pseudochr1A	16231566
153439	615	59576	96	Pseudochr1A	16767925
153949	616	59672	96	Pseudochr1A	17336820
154140	617	59768	97	Pseudochr1A	17660490
154441	618	59865	96	Pseudochr1A	17975600
154596	619	59961	96	Pseudochr1A	18122996
154855	620	60057	99	Pseudochr1A	18432532
154981	621	60156	97	Pseudochr1A	18566181
155207	622	60253	97	Pseudochr1A	18795688
155224	623	60350	98	Pseudochr1A	18810650
155639	624	60448	98	Pseudochr1A	19399737
155728	625	60546	97	Pseudochr1A	19516242
156136	626	60643	96	Pseudochr1A	20010227
156237	627	60739	98	Pseudochr1A	20138855
156555	628	60837	96	Pseudochr1A	20504579
156671	629	60933	96	Pseudochr1A	20634019
